"id","item","texteffect","chislo"
"3755","berserker_04_gloves_alt_b","+16 to Physical Armor","16"
"3756","berserker_04_gloves_alt_b","+8 Dexterity Attribute bonus","8"
"3757","berserker_04_gloves_alt_b","+15 Focus Attribute bonus","15"
"3758","berserker_04_gloves_alt_c","All Damage Taken is reduced by -5% ","5"
"3759","berserker_04_gloves_alt_c","+25 Focus Attribute bonus","25"
"3760","berserker_04_gloves_alt_c","+65 Poison Armor","65"
"3761","berserker_04_gloves_alt_set","+54 to Physical Armor","54"
"3762","berserker_04_gloves_alt_set","+23 Strength Attribute bonus","23"
"3763","berserker_04_helmet","+34 Dexterity Attribute bonus","34"
"3764","berserker_04_helmet","117 Physical Damage Reflected","117"
"3765","berserker_04_helmet","+5% chance to Execute","5"
"3766","berserker_04_helmet_alt_b","+12% Damage to secondary targets","12"
"3767","berserker_04_helmet_alt_b","+12% Melee Weapon Damage bonus","12"
"3768","berserker_04_helmet_alt_b","+39 Ice Armor","39"
"3769","berserker_04_helmet_alt_b","+23 Vitality Attribute bonus","23"
"3770","berserker_04_helmet_alt_c","195 Physical Damage Reflected","195"
"3771","berserker_04_helmet_alt_c","+65 Poison Armor","65"
"3772","berserker_04_helmet_alt_c","+5% chance to Execute","5"
"3773","berserker_04_helmet_alt_set","+173 Fire Armor","173"
"3774","berserker_04_helmet_alt_set","+12% Melee Weapon Damage bonus","12"
"3775","berserker_04_pants","+6% to Ice Damage","6"
"3776","berserker_04_pants","+34 Vitality Attribute bonus","34"
"3777","berserker_04_pants","+125 Health","125"
"3778","berserker_04_pants","2% increase in the amount of gold found","2"
"3779","berserker_04_pants","+5% to Electric Damage","5"
"3780","berserker_04_pants_alt_b","+206 Health","206"
"3781","berserker_04_pants_alt_b","+15% pet and minion Damage","15"
"3782","berserker_04_pants_alt_b","+8 Dexterity Attribute bonus","8"
"3783","berserker_04_pants_alt_b","77 Physical Damage Reflected","77"
"3784","berserker_04_pants_alt_c","10% bonus to Critical Damage","10"
"3785","berserker_04_pants_alt_c","+224 Health","224"
"3786","berserker_04_pants_alt_c","+43 to Physical Armor","43"
"3787","berserker_04_ring","+86 Poison Armor","86"
"3788","berserker_04_ring","+35 Fire Armor","35"
"3789","berserker_04_ring","+2% Critical Hit Chance","2"
"3790","berserker_04_ring","+21 Dexterity Attribute bonus","21"
"3791","berserker_04_ring_alt_b","+25% to Ice Damage","25"
"3792","berserker_04_ring_alt_b","+25% pet and minion Health","25"
"3793","berserker_04_ring_alt_c","+100% pet and minion Damage","100"
"3794","berserker_04_ring_alt_c","+5% chance to Execute","5"
"3795","berserker_04_ring_alt_set","+96 Poison Armor","96"
"3796","berserker_04_ring_alt_set","+5% chance to Execute","5"
"3797","berserker_04_ring_alt_set","+10% to Ice Damage","10"
"3798","berserker_04_ring_alt_set","3% chance to reflect missiles at 50% weapon DPS","3"
"3799","berserker_04_ring_alt_set","+8 Focus Attribute bonus","8"
"3800","berserker_04_ring_set_xtro","+4% Dodge chance","4"
"3801","berserker_04_ring_set_xtro","+5% chance to Execute","5"
"3802","berserker_04_ring_set_xtro","+10% to Electric Damage","10"
"3803","berserker_04_shoulders","+120 Ice Armor","120"
"3804","berserker_04_shoulders","All Damage Taken is reduced by -3% ","3"
"3805","berserker_04_shoulders","15 Health stolen on hit","15"
"3806","berserker_04_shoulders_alt_b","+5% to Ice Damage","5"
"3807","berserker_04_shoulders_alt_b","6% chance to reflect missiles at 50% weapon DPS","6"
"3808","berserker_04_shoulders_alt_b","+35% to Ice Damage","35"
"3809","berserker_04_shoulders_alt_b","+20 Electric Armor","20"
"3810","berserker_04_shoulders_alt_c","+22 Ice Armor","22"
"3811","berserker_04_shoulders_alt_c","+149 Health","149"
"3812","berserker_04_shoulders_alt_c","+65 Poison Armor","65"
"3813","berserker_04_shoulders_alt_c","+65 Ice Armor","65"
"3814","berserker_04_shoulders_alt_c","+75 Health","75"
"3815","berserker_05_amulet","+51 Mana","51"
"3816","berserker_05_amulet","+10 Focus Attribute bonus","10"
"3817","berserker_05_amulet","+5% chance to Execute","5"
"3818","berserker_05_amulet_alt_b","+187 Poison Armor","187"
"3819","berserker_05_amulet_alt_b","+49 Vitality Attribute bonus","49"
"3820","berserker_05_amulet_alt_b","+5% chance to Execute","5"
"3821","berserker_05_amulet_alt_c","+31 Mana","31"
"3822","berserker_05_amulet_alt_c","+52 Strength Attribute bonus","52"
"3823","berserker_05_amulet_alt_c","+58 Poison Armor","58"
"3824","berserker_05_amulet_alt_set","+4% to All Damage","4"
"3825","berserker_05_amulet_alt_set","+10% to Physical Armor","10"
"3826","berserker_05_amulet_alt_set","+27 Ice Armor","27"
"3827","berserker_05_amulet_alt_set","+80 Electric Armor","80"
"3828","berserker_05_belt","+35% pet and minion Armor","35"
"3829","berserker_05_belt","+83 Health","83"
"3830","berserker_05_belt","+8% Melee Weapon Damage bonus","8"
"3831","berserker_05_belt_alt_b","+622 Health","622"
"3832","berserker_05_belt_alt_b","+20 Strength Attribute bonus","20"
"3833","berserker_05_belt_alt_b","+10 Focus Attribute bonus","10"
"3834","berserker_05_belt_alt_b","+10 Vitality Attribute bonus","10"
"3835","berserker_05_belt_alt_c","+35 to Physical Armor","35"
"3836","berserker_05_belt_alt_c","+190 Health","190"
"3837","berserker_05_belt_alt_c","+12 to Physical Armor","12"
"3838","berserker_05_belt_alt_c","+10% pet and minion Damage","10"
"3839","berserker_05_belt_alt_c","+5% to Ice Damage","5"
"3840","berserker_05_belt_alt_c","+11 Vitality Attribute bonus","11"
"3841","berserker_05_boots","+4% Critical Hit Chance","4"
"3842","berserker_05_boots","20% increase in the amount of gold found","20"
"3843","berserker_05_boots","+74 Ice Armor","74"
"3844","berserker_05_boots_alt_b","+25% to Electric Damage","25"
"3845","berserker_05_boots_alt_b","100 Physical Damage Reflected","100"
"3846","berserker_05_boots_alt_b","+2% to Physical Armor","2"
"3847","berserker_05_boots_alt_b","+5% Potion effectiveness","5"
"3848","berserker_05_boots_alt_b","+4% Melee Weapon Damage bonus","4"
"3849","berserker_05_boots_alt_c","3% increase in magic-finding Luck","3"
"3850","berserker_05_boots_alt_c","+664 Health","664"
"3851","berserker_05_boots_alt_c","+5% to Electric Damage","5"
"3852","berserker_05_boots_alt_set","+30 Focus Attribute bonus","30"
"3853","berserker_05_boots_alt_set","+35% pet and minion Health","35"
"3854","berserker_05_boots_alt_set","21 Health stolen on hit","21"
"3855","berserker_05_chest","+3% Attack Speed","3"
"3856","berserker_05_chest","+49 Fire Armor","49"
"3857","berserker_05_chest","6% increase in the amount of gold found","6"
"3858","berserker_05_chest","+74 Electric Armor","74"
"3859","berserker_05_chest","+74 Ice Armor","74"
"3860","berserker_05_chest_alt_b","21 Health stolen on hit","21"
"3861","berserker_05_chest_alt_b","+10 Strength Attribute bonus","10"
"3862","berserker_05_chest_alt_b","+240 Fire Armor","240"
"3863","berserker_05_chest_alt_c","+24 to Physical Armor","24"
"3864","berserker_05_chest_alt_c","+664 Health","664"
"3865","berserker_05_chest_alt_c","+29 Fire Armor","29"
"3866","berserker_05_chest_alt_set","+6% to Physical Armor","6"
"3867","berserker_05_chest_alt_set","20% bonus to Critical Damage","20"
"3868","berserker_05_chest_alt_set","+267 Health","267"
"3869","berserker_05_chest_alt_set","-17 to all item character stat requirements","17"
"3870","berserker_05_chest_set_bloodbath","-29 to All Armor per hit","29"
"3871","berserker_05_chest_set_bloodbath","+25% pet and minion Damage","25"
"3872","berserker_05_chest_set_bloodbath","+10% to Ice Damage","10"
"3873","berserker_05_chest_set_bloodbath","+10% to Electric Damage","10"
"3874","berserker_05_gloves"," Charge  rate increased by 25%","25"
"3875","berserker_05_gloves","+10 Focus Attribute bonus","10"
"3876","berserker_05_gloves","+28 Focus Attribute bonus","28"
"3877","berserker_05_gloves_alt_b","9% increase in magic-finding Luck","9"
"3878","berserker_05_gloves_alt_b","1% increase in magic-finding Luck","1"
"3879","berserker_05_gloves_alt_b","+89 Health","89"
"3880","berserker_05_gloves_alt_b","5% chance to Stun target for 2 sec.","5"
"3881","berserker_05_gloves_alt_c","+32 Dexterity Attribute bonus","32"
"3882","berserker_05_gloves_alt_c","7% increase in magic-finding Luck","7"
"3883","berserker_05_gloves_alt_c","-4 to all item character stat requirements","4"
"3884","berserker_05_gloves_alt_set","+30 Focus Attribute bonus","30"
"3885","berserker_05_gloves_alt_set","+133 Ice Armor","133"
"3886","berserker_05_gloves_alt_set","All Damage Taken is reduced by -2% ","2"
"3887","berserker_05_helmet","+6 Mana","6"
"3888","berserker_05_helmet","+74 Electric Armor","74"
"3889","berserker_05_helmet","+15% to Electric Damage","15"
"3890","berserker_05_helmet","+74 Poison Armor","74"
"3891","berserker_05_helmet_alt_b","+888 Health","888"
"3892","berserker_05_helmet_alt_b","+11 to Physical Armor","11"
"3893","berserker_05_helmet_alt_b","+5% chance to Execute","5"
"3894","berserker_05_helmet_alt_c","248 Physical Damage Reflected","248"
"3895","berserker_05_helmet_alt_c","6% chance to reflect missiles at 50% weapon DPS","6"
"3896","berserker_05_helmet_alt_c","-4 to all item character stat requirements","4"
"3897","berserker_05_helmet_alt_c","+6% Damage to secondary targets","6"
"3898","berserker_05_helmet_alt_set","+888 Health","888"
"3899","berserker_05_helmet_alt_set","+10% to Ice Damage","10"
"3900","berserker_05_pants","+28 Dexterity Attribute bonus","28"
"3901","berserker_05_pants","+46 Vitality Attribute bonus","46"
"3902","berserker_05_pants","+10% to Ice Damage","10"
"3903","berserker_05_pants","+25 Fire Armor","25"
"3904","berserker_05_pants_alt_b","+30 Focus Attribute bonus","30"
"3905","berserker_05_pants_alt_b","+11 to Physical Armor","11"
"3906","berserker_05_pants_alt_b","6% increase in the amount of gold found","6"
"3907","berserker_05_pants_alt_b","+80 Electric Armor","80"
"3908","berserker_05_pants_alt_c","5% chance to Shock for 5 sec.","5"
"3909","berserker_05_pants_alt_c","+260 Electric Armor","260"
"3910","berserker_05_pants_alt_c","+29 Ice Armor","29"
"3911","berserker_05_pants_alt_set","+6% Cast Speed","6"
"3912","berserker_05_pants_alt_set","+444 Health","444"
"3913","berserker_05_pants_alt_set","+80 Poison Armor","80"
"3914","berserker_05_pants_alt_set","21 Health stolen on hit","21"
"3915","berserker_05_ring","+414 Health","414"
"3916","berserker_05_ring","8% Damage bonus when dual-wielding","8"
"3917","berserker_05_ring","+5% to Ice Damage","5"
"3918","berserker_05_ring_alt_b","+12% Melee Weapon Damage bonus","12"
"3919","berserker_05_ring_alt_b","+444 Health","444"
"3920","berserker_05_ring_alt_b","1% increase in magic-finding Luck","1"
"3921","berserker_05_ring_alt_b"," Charge  rate increased by 5%","5"
"3922","berserker_05_ring_alt_c","+260 Poison Armor","260"
"3923","berserker_05_ring_alt_c","+29 Poison Armor","29"
"3924","berserker_05_ring_alt_c","+5% chance to Execute","5"
"3925","berserker_05_set_bloodbath","+32 Dexterity Attribute bonus","32"
"3926","berserker_05_set_bloodbath","+3% Dodge chance","3"
"3927","berserker_05_set_bloodbath","+10% to Ice Damage","10"
"3928","berserker_05_set_bloodbath","+10% to Electric Damage","10"
"3929","berserker_05_shoulders","+10 Focus Attribute bonus","10"
"3930","berserker_05_shoulders","+15% pet and minion Damage","15"
"3931","berserker_05_shoulders","+15% pet and minion Health","15"
"3932","berserker_05_shoulders","+5% Potion effectiveness","5"
"3933","berserker_05_shoulders"," Charge  decay rate decreased by -50%","50"
"3934","berserker_05_shoulders_alt_b","9% chance to reflect missiles at 50% weapon DPS","9"
"3935","berserker_05_shoulders_alt_b","+622 Health","622"
"3936","berserker_05_shoulders_alt_b","+54 Ice Armor","54"
"3937","berserker_05_shoulders_alt_c","+32 Dexterity Attribute bonus","32"
"3938","berserker_05_shoulders_alt_c","All Damage Taken is reduced by -2% ","2"
"3939","berserker_05_shoulders_alt_c","2% increase in the amount of gold found","2"
"3940","berserker_05_shoulders_alt_c","+35 to Physical Armor","35"
"3941","berserker_05_shoulders_alt_c","+6% to All Damage","6"
"3942","berserker_05_shoulders_alt_set","+6% Dodge chance","6"
"3943","berserker_05_shoulders_alt_set","+27 Electric Armor","27"
"3944","berserker_05_shoulders_alt_set","+5% chance to Execute","5"
"3945","berserker_06_amulet","+96 Fire Armor","96"
"3946","berserker_06_amulet","+57 Vitality Attribute bonus","57"
"3947","berserker_06_amulet","6% chance to reflect missiles at 50% weapon DPS","6"
"3948","berserker_06_amulet_alt_b","+37 Focus Attribute bonus","37"
"3949","berserker_06_amulet_alt_b","+37 Dexterity Attribute bonus","37"
"3950","berserker_06_amulet_alt_b","+10% to Physical Armor","10"
"3951","berserker_06_amulet_alt_c","+105 to Physical Armor","105"
"3952","berserker_06_amulet_alt_c","+10% to All Damage","10"
"3953","berserker_06_amulet_alt_c","50% Immobilization Resistance","50"
"3954","berserker_06_amulet_alt_set","+10% to Physical Armor","10"
"3955","berserker_06_amulet_alt_set","+6% Mana","6"
"3956","berserker_06_amulet_alt_set","+8% Melee Weapon Damage bonus","8"
"3957","berserker_06_belt","+96 Poison Armor","96"
"3958","berserker_06_belt","+310 Health","310"
"3959","berserker_06_belt","+34 Vitality Attribute bonus","34"
"3960","berserker_06_belt","+207 Health","207"
"3961","berserker_06_belt","+12 Focus Attribute bonus","12"
"3962","berserker_06_belt_alt_b","+37 Dexterity Attribute bonus","37"
"3963","berserker_06_belt_alt_b","+35% to Ice Damage","35"
"3964","berserker_06_belt_alt_b","-5 to all item character stat requirements","5"
"3965","berserker_06_belt_alt_c","+5% Dodge chance","5"
"3966","berserker_06_belt_alt_c","+118 Health","118"
"3967","berserker_06_belt_alt_c","+38 Poison Armor","38"
"3968","berserker_06_belt_alt_c","+13 Dexterity Attribute bonus","13"
"3969","berserker_06_belt_alt_set","+237 Poison Armor","237"
"3970","berserker_06_belt_alt_set","+237 Ice Armor","237"
"3971","berserker_06_belt_alt_set","+237 Fire Armor","237"
"3972","berserker_06_belt_alt_set","+237 Electric Armor","237"
"3973","berserker_06_belt_alt_set","All Damage Taken is reduced by -1,1% ","1"
"3974","berserker_06_boots","+310 Health","310"
"3975","berserker_06_boots","+35% pet and minion Health","35"
"3976","berserker_06_boots","25 Health stolen on hit","25"
"3977","berserker_06_boots_alt_b","+70 to Physical Armor","70"
"3978","berserker_06_boots_alt_b","+10% to All Damage","10"
"3979","berserker_06_boots_alt_b","+111 Health","111"
"3980","berserker_06_boots_alt_c","+20% to Physical Armor","20"
"3981","berserker_06_boots_alt_c","+75 Poison Armor","75"
"3982","berserker_06_boots_alt_c","50% Slow Resistance","50"
"3983","berserker_06_boots_alt_set","+28 Dexterity Attribute bonus","28"
"3984","berserker_06_boots_alt_set","2% increase in magic-finding Luck","2"
"3985","berserker_06_boots_alt_set","+2% Dodge chance","2"
"3986","berserker_06_boots_alt_set","8% faster movement speed","8"
"3987","berserker_06_chest","+23 Dexterity Attribute bonus","23"
"3988","berserker_06_chest","+64 Electric Armor","64"
"3989","berserker_06_chest","+2% to Physical Armor","2"
"3990","berserker_06_chest","+50% pet and minion Speed","50"
"3991","berserker_06_chest","+7 Mana","7"
"3992","berserker_06_chest_alt_b","+30% Damage to secondary targets","30"
"3993","berserker_06_chest_alt_b","+332 Health","332"
"3994","berserker_06_chest_alt_b","+37 Dexterity Attribute bonus","37"
"3995","berserker_06_chest_alt_c","+588 Health","588"
"3996","berserker_06_chest_alt_c","9% chance to reflect missiles at 50% weapon DPS","9"
"3997","berserker_06_chest_alt_c","+26 Strength Attribute bonus","26"
"3998","berserker_06_chest_alt_set"," Charge  decay rate decreased by -60%","60"
"3999","berserker_06_chest_alt_set","+5% Dodge chance","5"
"4000","berserker_06_chest_alt_set","4% Damage bonus when dual-wielding","4"
"4001","berserker_06_gloves","+57 Dexterity Attribute bonus","57"
"4002","berserker_06_gloves","+4% Dodge chance","4"
"4003","berserker_06_gloves_alt_b","15% chance to reflect missiles at 50% weapon DPS","15"
"4004","berserker_06_gloves_alt_b","+37 Strength Attribute bonus","37"
"4005","berserker_06_gloves_alt_b","+4% to All Damage","4"
"4006","berserker_06_gloves_alt_b","+14 to Physical Armor","14"
"4007","berserker_06_gloves_alt_c","+65 Vitality Attribute bonus","65"
"4008","berserker_06_gloves_alt_c","+5% to Ice Damage","5"
"4009","berserker_06_gloves_alt_c","+75 Ice Armor","75"
"4010","berserker_06_gloves_alt_c"," Charge  rate increased by 10%","10"
"4011","berserker_06_gloves_alt_set","+35% pet and minion Damage","35"
"4012","berserker_06_gloves_alt_set"," Charge  rate increased by 10%","10"
"4013","berserker_06_gloves_alt_set","+10% chance to Execute","10"
"4014","berserker_06_helmet","+13 to Physical Armor","13"
"4015","berserker_06_helmet","+23 Focus Attribute bonus","23"
"4016","berserker_06_helmet","+224 Poison Armor","224"
"4017","berserker_06_helmet","9% reduction in Fumble Chance","9"
"4018","berserker_06_helmet_alt_b","+6% to All Damage","6"
"4019","berserker_06_helmet_alt_b","+12% Melee Weapon Damage bonus","12"
"4020","berserker_06_helmet_alt_b","+25 Dexterity Attribute bonus","25"
